PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,Survived,AgeGroup,FareCategory,SocialStatus,Child,FarePerPerson,FamilyType
4150,3,male,24.0,2,0,32.03,S,3,0,0,Young Adult,Medium,Lower,0,10.676666666666668,Small Family
4151,1,male,44.0,3,0,135.84,S,4,0,1,Adult,High,Upper,0,33.96,Small Family
4152,1,male,44.0,0,1,100.49,S,2,0,1,Adult,High,Upper,0,50.245,Small Family
4153,3,female,44.0,0,0,23.19,C,1,1,1,Adult,Low,Lower,0,23.19,Single
4154,2,male,21.0,1,0,74.82,S,2,0,1,Young Adult,Medium,Middle,0,37.41,Small Family
4155,2,female,28.0,0,0,107.92,S,1,1,1,Young Adult,High,Middle,0,107.92,Single
4156,1,female,33.0,1,0,243.31125,S,2,0,1,Young Adult,Very High,Upper,0,121.655625,Small Family
4157,3,male,12.0,1,1,26.78,S,3,0,0,Child,Medium,Lower,1,8.926666666666668,Small Family
4158,3,male,51.0,0,0,59.6,S,1,1,0,Adult,Medium,Lower,0,59.6,Single
4159,3,male,30.0,4,0,40.05,S,5,0,0,Young Adult,Medium,Lower,0,8.01,Large Family
4160,3,male,34.0,4,2,23.38,S,7,0,0,Young Adult,Low,Lower,0,3.34,Large Family
4161,3,male,22.0,3,0,18.75,S,4,0,0,Young Adult,Low,Lower,0,4.6875,Small Family
4162,1,male,13.0,0,0,141.94,S,1,1,1,Teen,High,Upper,1,141.94,Single
4163,3,male,22.0,0,0,27.09,S,1,1,0,Young Adult,Medium,Lower,0,27.09,Single
4164,2,female,33.0,0,0,69.58,C,1,1,1,Young Adult,Medium,Middle,0,69.58,Single
4165,3,male,39.0,0,0,12.44,S,1,1,0,Adult,Low,Lower,0,12.44,Single
4166,2,male,32.0,0,0,42.53,S,1,1,0,Young Adult,Medium,Middle,0,42.53,Single
4167,1,male,35.0,0,0,243.31125,C,1,1,1,Young Adult,Very High,Upper,0,243.31125,Single
4168,1,female,26.0,1,1,105.12,S,3,0,1,Young Adult,High,Upper,0,35.04,Small Family
4169,2,female,36.0,0,1,93.73,S,2,0,1,Adult,High,Middle,0,46.865,Small Family
4170,1,female,49.0,0,0,212.1,S,1,1,1,Adult,Very High,Upper,0,212.1,Single
4171,1,female,39.0,0,0,243.31125,S,1,1,1,Adult,Very High,Upper,0,243.31125,Single
4172,3,male,41.0,1,0,15.46,S,2,0,0,Adult,Low,Lower,0,7.73,Small Family
4173,2,female,34.0,1,0,60.73,C,2,0,1,Young Adult,Medium,Middle,0,30.365,Small Family
4174,3,female,10.0,0,1,30.06,S,2,0,1,Child,Medium,Lower,1,15.03,Small Family
4175,3,female,16.0,3,0,22.86,S,4,0,0,Teen,Low,Lower,0,5.715,Small Family
4176,3,female,36.0,0,0,50.84,Q,1,1,0,Adult,Medium,Lower,0,50.84,Single
4177,3,female,30.0,0,0,32.77,S,1,1,1,Young Adult,Medium,Lower,0,32.77,Single
4178,3,male,36.0,1,0,10.03,S,2,0,0,Adult,Low,Lower,0,5.015,Small Family
4179,2,male,52.0,1,0,117.33,S,2,0,1,Adult,High,Middle,0,58.665,Small Family
4180,2,female,39.0,0,2,75.74,Q,3,0,1,Adult,Medium,Middle,0,25.246666666666666,Small Family
4181,2,male,46.0,2,1,114.21,S,4,0,1,Adult,High,Middle,0,28.5525,Small Family
4182,3,male,31.0,2,0,19.01,S,3,0,0,Young Adult,Low,Lower,0,6.336666666666667,Small Family
4183,3,female,20.0,0,0,14.2,S,1,1,1,Young Adult,Low,Lower,0,14.2,Single
4184,2,male,29.0,0,0,71.7,S,1,1,0,Young Adult,Medium,Middle,0,71.7,Single
4185,1,male,20.0,0,2,234.9,S,3,0,1,Young Adult,Very High,Upper,0,78.3,Small Family
4186,3,male,50.0,0,2,27.56,S,3,0,0,Adult,Medium,Lower,0,9.186666666666666,Small Family
4187,1,male,40.0,0,0,101.77,S,1,1,1,Adult,High,Upper,0,101.77,Single
4188,3,female,37.0,1,1,17.77,Q,3,0,1,Adult,Low,Lower,0,5.923333333333333,Small Family
4189,3,male,46.0,0,0,11.32,C,1,1,0,Adult,Low,Lower,0,11.32,Single
4190,3,male,4.0,1,0,36.38,C,2,0,0,Child,Medium,Lower,1,18.19,Small Family
4191,3,male,38.0,0,1,56.29,S,2,0,0,Adult,Medium,Lower,0,28.145,Small Family
4192,3,female,13.0,0,0,12.58,S,1,1,1,Teen,Low,Lower,1,12.58,Single
4193,2,male,30.0,0,1,60.04,S,2,0,0,Young Adult,Medium,Middle,0,30.02,Small Family
4194,3,male,26.0,0,0,29.08,S,1,1,0,Young Adult,Medium,Lower,0,29.08,Single
4195,3,male,39.0,0,0,21.17,S,1,1,0,Adult,Low,Lower,0,21.17,Single
4196,1,female,33.0,1,0,243.31125,S,2,0,1,Young Adult,Very High,Upper,0,121.655625,Small Family
4197,1,male,47.0,1,0,175.05,S,2,0,1,Adult,Very High,Upper,0,87.525,Small Family
4198,2,male,22.0,0,0,115.04,S,1,1,0,Young Adult,High,Middle,0,115.04,Single
4199,2,male,39.0,1,0,68.74,S,2,0,0,Adult,Medium,Middle,0,34.37,Small Family
4200,3,male,32.0,0,0,9.47,S,1,1,0,Young Adult,Low,Lower,0,9.47,Single
4201,3,male,9.0,0,0,37.72,C,1,1,0,Child,Medium,Lower,1,37.72,Single
4202,1,male,18.0,0,1,243.31125,S,2,0,1,Teen,Very High,Upper,0,121.655625,Small Family
4203,1,male,28.0,1,0,243.31125,Q,2,0,1,Young Adult,Very High,Upper,0,121.655625,Small Family
4204,3,male,44.0,0,0,37.77,C,1,1,0,Adult,Medium,Lower,0,37.77,Single
4205,1,male,36.0,0,0,243.31125,C,1,1,0,Adult,Very High,Upper,0,243.31125,Single
4206,2,female,15.0,0,0,82.06,Q,1,1,1,Teen,High,Middle,1,82.06,Single
4207,3,male,28.0,3,0,47.96,S,4,0,0,Young Adult,Medium,Lower,0,11.99,Small Family
4208,3,male,56.0,1,0,7.09,S,2,0,0,Adult,Low,Lower,0,3.545,Small Family
4209,1,male,31.0,1,0,123.52,C,2,0,1,Young Adult,High,Upper,0,61.76,Small Family
4210,1,male,26.0,1,0,103.01,S,2,0,1,Young Adult,High,Upper,0,51.505,Small Family
4211,1,male,36.0,0,0,243.31125,S,1,1,0,Adult,Very High,Upper,0,243.31125,Single
4212,3,male,40.0,1,3,27.94,S,5,0,0,Adult,Medium,Lower,0,5.588,Large Family
4213,3,female,24.0,2,0,36.65,S,3,0,1,Young Adult,Medium,Lower,0,12.216666666666667,Small Family
4214,1,male,37.0,0,1,243.31125,Q,2,0,1,Adult,Very High,Upper,0,121.655625,Small Family
4215,3,female,26.0,0,0,39.12,S,1,1,1,Young Adult,Medium,Lower,0,39.12,Single
4216,3,female,39.0,0,0,27.23,S,1,1,1,Adult,Medium,Lower,0,27.23,Single
4217,1,male,32.0,0,0,243.31125,Q,1,1,1,Young Adult,Very High,Upper,0,243.31125,Single
4218,2,male,36.0,2,2,103.14,S,5,0,1,Adult,High,Middle,0,20.628,Large Family
4219,3,male,20.0,0,0,45.94,C,1,1,0,Young Adult,Medium,Lower,0,45.94,Single
4220,2,female,19.0,0,0,76.75,Q,1,1,1,Teen,Medium,Middle,0,76.75,Single
4221,2,female,42.0,2,0,98.31,C,3,0,1,Adult,High,Middle,0,32.77,Small Family
4222,3,male,29.0,0,0,45.87,S,1,1,0,Young Adult,Medium,Lower,0,45.87,Single
4223,3,male,34.0,0,2,7.72,C,3,0,0,Young Adult,Low,Lower,0,2.5733333333333333,Small Family
4224,3,female,26.0,2,1,16.07,S,4,0,1,Young Adult,Low,Lower,0,4.0175,Small Family
4225,3,male,42.0,0,1,21.06,S,2,0,0,Adult,Low,Lower,0,10.53,Small Family
4226,3,male,22.0,1,0,37.7,S,2,0,0,Young Adult,Medium,Lower,0,18.85,Small Family
4227,2,male,28.0,0,2,63.79,S,3,0,0,Young Adult,Medium,Middle,0,21.263333333333332,Small Family
4228,3,male,40.0,0,0,8.32,C,1,1,0,Adult,Low,Lower,0,8.32,Single
4229,2,male,45.0,0,0,68.92,S,1,1,0,Adult,Medium,Middle,0,68.92,Single
4230,1,male,23.0,0,1,243.31125,S,2,0,1,Young Adult,Very High,Upper,0,121.655625,Small Family
4231,3,male,55.0,3,0,15.09,S,4,0,0,Adult,Low,Lower,0,3.7725,Small Family
4232,3,female,34.0,4,0,34.99,C,5,0,0,Young Adult,Medium,Lower,0,6.998,Large Family
4233,2,male,16.0,2,0,47.28,C,3,0,0,Teen,Medium,Middle,0,15.76,Small Family
4234,3,male,35.0,0,0,22.41,S,1,1,0,Young Adult,Low,Lower,0,22.41,Single
4235,1,male,25.0,3,0,243.31125,S,4,0,1,Young Adult,Very High,Upper,0,60.8278125,Small Family
4236,2,female,36.0,1,0,116.05,S,2,0,1,Adult,High,Middle,0,58.025,Small Family
4237,1,female,29.0,0,1,116.19,S,2,0,1,Young Adult,High,Upper,0,58.095,Small Family
4238,3,female,31.0,1,1,19.6,S,3,0,1,Young Adult,Low,Lower,0,6.533333333333334,Small Family
4239,3,male,18.0,0,2,34.72,C,3,0,0,Teen,Medium,Lower,0,11.573333333333332,Small Family
4240,2,male,43.0,0,0,61.22,S,1,1,0,Adult,Medium,Middle,0,61.22,Single
4241,3,female,15.0,2,1,15.8,S,4,0,0,Teen,Low,Lower,1,3.95,Small Family
4242,2,male,16.0,1,1,107.02,C,3,0,1,Teen,High,Middle,0,35.67333333333333,Small Family
4243,3,male,35.0,0,0,13.3,S,1,1,0,Young Adult,Low,Lower,0,13.3,Single
4244,2,male,51.0,0,0,52.62,S,1,1,0,Adult,Medium,Middle,0,52.62,Single
4245,2,male,25.0,2,0,61.77,Q,3,0,0,Young Adult,Medium,Middle,0,20.59,Small Family
4246,3,male,39.0,1,0,17.38,S,2,0,0,Adult,Low,Lower,0,8.69,Small Family
4247,2,male,44.0,0,0,114.14,C,1,1,1,Adult,High,Middle,0,114.14,Single
4248,1,male,41.0,0,0,243.31125,C,1,1,0,Adult,Very High,Upper,0,243.31125,Single
4249,3,female,26.0,0,0,34.59,S,1,1,1,Young Adult,Medium,Lower,0,34.59,Single
4250,3,female,16.0,4,0,44.81,S,5,0,0,Teen,Medium,Lower,0,8.962,Large Family
4251,2,female,1.0,0,0,112.43,S,1,1,1,Child,High,Middle,1,112.43,Single
4252,1,male,27.0,0,1,147.95,S,2,0,1,Young Adult,High,Upper,0,73.975,Small Family
4253,2,female,45.0,0,1,88.05,S,2,0,1,Adult,High,Middle,0,44.025,Small Family
4254,3,female,15.0,2,0,16.73,S,3,0,1,Teen,Low,Lower,1,5.576666666666667,Small Family
4255,1,male,39.0,1,0,243.31125,C,2,0,1,Adult,Very High,Upper,0,121.655625,Small Family
4256,3,female,18.0,1,0,7.47,C,2,0,1,Teen,Low,Lower,0,3.735,Small Family
4257,3,female,31.0,0,0,23.03,S,1,1,1,Young Adult,Low,Lower,0,23.03,Single
4258,2,female,39.0,0,0,113.8,S,1,1,1,Adult,High,Middle,0,113.8,Single
4259,2,male,21.0,3,1,41.36,S,5,0,1,Young Adult,Medium,Middle,0,8.272,Large Family
4260,2,female,32.0,3,0,71.58,C,4,0,1,Young Adult,Medium,Middle,0,17.895,Small Family
4261,1,male,25.0,3,1,243.31125,S,5,0,1,Young Adult,Very High,Upper,0,48.66225,Large Family
4262,3,male,39.0,3,1,50.75,S,5,0,0,Adult,Medium,Lower,0,10.15,Large Family
4263,2,male,33.0,1,0,78.21,S,2,0,1,Young Adult,Medium,Middle,0,39.105,Small Family
4264,2,male,31.0,1,0,58.6,S,2,0,0,Young Adult,Medium,Middle,0,29.3,Small Family
4265,3,male,50.0,2,0,13.31,C,3,0,0,Adult,Low,Lower,0,4.4366666666666665,Small Family
4266,2,female,39.0,1,0,61.1,S,2,0,1,Adult,Medium,Middle,0,30.55,Small Family
4267,3,female,21.0,0,0,11.12,S,1,1,0,Young Adult,Low,Lower,0,11.12,Single
4268,1,female,29.0,0,3,243.31125,S,4,0,1,Young Adult,Very High,Upper,0,60.8278125,Small Family
4269,3,female,29.0,4,1,50.66,Q,6,0,1,Young Adult,Medium,Lower,0,8.443333333333333,Large Family
4270,3,female,31.0,0,2,18.86,S,3,0,1,Young Adult,Low,Lower,0,6.286666666666666,Small Family
4271,3,female,62.375,2,0,18.43,S,3,0,0,Senior,Low,Lower,0,6.1433333333333335,Small Family
4272,3,male,35.0,0,0,42.17,C,1,1,0,Young Adult,Medium,Lower,0,42.17,Single
4273,1,male,4.0,0,0,243.31125,S,1,1,1,Child,Very High,Upper,1,243.31125,Single
4274,2,male,23.0,0,0,102.49,S,1,1,1,Young Adult,High,Middle,0,102.49,Single
4275,3,male,5.0,0,0,21.25,S,1,1,0,Child,Low,Lower,1,21.25,Single
4276,3,female,26.0,0,0,51.6,Q,1,1,1,Young Adult,Medium,Lower,0,51.6,Single
4277,2,female,4.0,0,0,93.26,S,1,1,1,Child,High,Middle,1,93.26,Single
4278,2,male,19.0,2,2,61.72,S,5,0,0,Teen,Medium,Middle,0,12.344,Large Family
4279,1,female,10.0,0,2,156.68,S,3,0,1,Child,Very High,Upper,1,52.22666666666667,Small Family
4280,2,female,35.0,0,0,89.31,S,1,1,1,Young Adult,High,Middle,0,89.31,Single
4281,1,male,30.0,0,1,123.96,S,2,0,1,Young Adult,High,Upper,0,61.98,Small Family
4282,3,male,34.0,1,0,43.88,C,2,0,0,Young Adult,Medium,Lower,0,21.94,Small Family
4283,1,male,29.0,1,0,122.09,S,2,0,1,Young Adult,High,Upper,0,61.045,Small Family
4284,1,female,12.0,1,1,243.24,C,3,0,1,Child,Very High,Upper,1,81.08,Small Family
4285,3,male,37.0,0,0,32.91,S,1,1,0,Adult,Medium,Lower,0,32.91,Single
4286,3,male,55.0,0,2,11.45,C,3,0,0,Adult,Low,Lower,0,3.8166666666666664,Small Family
4287,3,male,35.0,1,0,26.47,C,2,0,0,Young Adult,Medium,Lower,0,13.235,Small Family
4288,3,male,24.0,1,1,51.89,S,3,0,0,Young Adult,Medium,Lower,0,17.296666666666667,Small Family
4289,2,male,11.0,0,3,70.43,C,4,0,1,Child,Medium,Middle,1,17.6075,Small Family
4290,3,female,18.0,0,0,55.46,S,1,1,1,Teen,Medium,Lower,0,55.46,Single
4291,3,male,36.0,0,0,41.7,S,1,1,0,Adult,Medium,Lower,0,41.7,Single
4292,1,male,44.0,0,0,130.98,S,1,1,1,Adult,High,Upper,0,130.98,Single
4293,3,male,33.0,1,0,35.06,S,2,0,0,Young Adult,Medium,Lower,0,17.53,Small Family
4294,3,male,40.0,0,0,13.28,C,1,1,0,Adult,Low,Lower,0,13.28,Single
4295,2,male,39.0,0,1,60.25,S,2,0,0,Adult,Medium,Middle,0,30.125,Small Family
4296,2,male,37.0,0,0,83.48,S,1,1,1,Adult,High,Middle,0,83.48,Single
4297,1,male,21.0,3,2,243.31125,S,6,0,1,Young Adult,Very High,Upper,0,40.551875,Large Family
4298,1,male,32.0,2,1,243.31125,S,4,0,1,Young Adult,Very High,Upper,0,60.8278125,Small Family
4299,2,male,19.0,2,0,64.29,Q,3,0,0,Teen,Medium,Middle,0,21.430000000000003,Small Family
4300,3,female,30.0,0,0,33.81,C,1,1,1,Young Adult,Medium,Lower,0,33.81,Single
4301,1,female,34.0,1,0,163.04,S,2,0,1,Young Adult,Very High,Upper,0,81.52,Small Family
4302,3,male,52.0,0,0,45.48,S,1,1,0,Adult,Medium,Lower,0,45.48,Single
4303,3,male,13.0,0,0,35.82,S,1,1,0,Teen,Medium,Lower,1,35.82,Single
4304,3,male,36.0,0,0,29.19,S,1,1,0,Adult,Medium,Lower,0,29.19,Single
4305,3,male,49.0,0,1,57.1,S,2,0,0,Adult,Medium,Lower,0,28.55,Small Family
4306,1,female,40.0,0,0,195.57,S,1,1,1,Adult,Very High,Upper,0,195.57,Single
4307,2,female,41.0,2,1,54.83,Q,4,0,1,Adult,Medium,Middle,0,13.7075,Small Family
4308,3,male,38.0,0,1,55.7,S,2,0,0,Adult,Medium,Lower,0,27.85,Small Family
4309,3,female,47.0,0,0,36.06,S,1,1,1,Adult,Medium,Lower,0,36.06,Single
4310,3,female,16.0,0,0,50.48,Q,1,1,1,Teen,Medium,Lower,0,50.48,Single
4311,2,female,12.0,0,1,40.97,S,2,0,1,Child,Medium,Middle,1,20.485,Small Family
4312,3,female,30.0,0,2,9.77,S,3,0,1,Young Adult,Low,Lower,0,3.2566666666666664,Small Family
4313,1,male,2.0,0,0,243.31125,S,1,1,1,Child,Very High,Upper,1,243.31125,Single
4314,3,female,46.0,0,0,14.11,S,1,1,1,Adult,Low,Lower,0,14.11,Single
4315,3,male,46.0,0,0,18.83,C,1,1,0,Adult,Low,Lower,0,18.83,Single
4316,1,female,24.0,0,0,204.48,S,1,1,1,Young Adult,Very High,Upper,0,204.48,Single
4317,3,male,25.0,0,0,23.56,C,1,1,0,Young Adult,Low,Lower,0,23.56,Single
4318,1,female,29.0,0,0,243.31125,C,1,1,1,Young Adult,Very High,Upper,0,243.31125,Single
4319,2,male,31.0,0,0,77.29,S,1,1,0,Young Adult,Medium,Middle,0,77.29,Single
4320,3,male,32.0,0,0,59.81,S,1,1,0,Young Adult,Medium,Lower,0,59.81,Single
4321,3,female,37.0,2,0,7.89,S,3,0,1,Adult,Low,Lower,0,2.63,Small Family
4322,3,male,28.0,0,0,47.81,S,1,1,0,Young Adult,Medium,Lower,0,47.81,Single
4323,3,male,42.0,0,1,12.04,S,2,0,0,Adult,Low,Lower,0,6.02,Small Family
4324,2,male,36.0,3,0,73.81,S,4,0,1,Adult,Medium,Middle,0,18.4525,Small Family
4325,3,female,22.0,2,2,40.12,S,5,0,1,Young Adult,Medium,Lower,0,8.024,Large Family
4326,3,male,47.0,4,0,53.03,Q,5,0,0,Adult,Medium,Lower,0,10.606,Large Family
4327,1,male,12.0,1,0,243.31125,S,2,0,1,Child,Very High,Upper,1,121.655625,Small Family
4328,3,female,29.0,0,0,23.79,S,1,1,1,Young Adult,Low,Lower,0,23.79,Single
4329,1,female,43.0,0,1,243.31125,C,2,0,1,Adult,Very High,Upper,0,121.655625,Small Family
4330,3,male,21.0,1,0,54.86,S,2,0,0,Young Adult,Medium,Lower,0,27.43,Small Family
4331,2,male,34.0,4,0,101.56,S,5,0,1,Young Adult,High,Middle,0,20.312,Large Family
4332,1,male,37.0,1,1,243.31125,Q,3,0,1,Adult,Very High,Upper,0,81.10375,Small Family
4333,2,male,19.0,2,1,51.13,S,4,0,0,Teen,Medium,Middle,0,12.7825,Small Family
4334,3,male,29.0,0,0,35.41,S,1,1,0,Young Adult,Medium,Lower,0,35.41,Single
4335,2,male,28.0,0,1,83.14,S,2,0,0,Young Adult,High,Middle,0,41.57,Small Family
4336,1,female,23.0,2,0,149.91,S,3,0,1,Young Adult,High,Upper,0,49.97,Small Family
4337,3,male,60.0,1,0,30.39,S,2,0,0,Adult,Medium,Lower,0,15.195,Small Family
4338,3,male,20.0,4,0,37.03,S,5,0,0,Young Adult,Medium,Lower,0,7.406000000000001,Large Family
4339,2,female,43.0,1,0,63.01,S,2,0,1,Adult,Medium,Middle,0,31.505,Small Family
4340,1,male,25.0,0,0,239.7,S,1,1,1,Young Adult,Very High,Upper,0,239.7,Single
4341,2,male,16.0,0,0,116.25,Q,1,1,0,Teen,High,Middle,0,116.25,Single
4342,1,male,31.0,2,0,210.63,S,3,0,1,Young Adult,Very High,Upper,0,70.21,Small Family
4343,3,male,38.0,0,0,22.21,S,1,1,0,Adult,Low,Lower,0,22.21,Single
4344,3,male,42.0,0,0,22.22,Q,1,1,0,Adult,Low,Lower,0,22.22,Single
4345,3,female,50.0,0,0,10.71,S,1,1,1,Adult,Low,Lower,0,10.71,Single
4346,2,male,62.375,0,0,97.19,S,1,1,0,Senior,High,Middle,0,97.19,Single
4347,3,male,33.0,0,0,18.47,S,1,1,0,Young Adult,Low,Lower,0,18.47,Single
4348,3,male,21.0,1,2,13.16,Q,4,0,0,Young Adult,Low,Lower,0,3.29,Small Family
4349,3,male,36.0,0,0,17.47,C,1,1,0,Adult,Low,Lower,0,17.47,Single
4350,3,male,27.0,0,0,18.81,Q,1,1,0,Young Adult,Low,Lower,0,18.81,Single
4351,3,female,42.0,1,0,32.72,S,2,0,1,Adult,Medium,Lower,0,16.36,Small Family
4352,3,female,13.0,0,1,26.23,S,2,0,1,Teen,Medium,Lower,1,13.115,Small Family
4353,2,male,61.0,2,0,55.36,S,3,0,0,Senior,Medium,Middle,0,18.453333333333333,Small Family
4354,3,female,41.0,0,0,34.48,Q,1,1,0,Adult,Medium,Lower,0,34.48,Single
4355,3,female,8.0,3,0,48.33,S,4,0,1,Child,Medium,Lower,1,12.0825,Small Family
4356,3,male,21.0,0,3,36.58,S,4,0,0,Young Adult,Medium,Lower,0,9.145,Small Family
4357,1,male,41.0,0,0,243.31125,S,1,1,1,Adult,Very High,Upper,0,243.31125,Single
4358,3,female,45.0,2,0,10.45,S,3,0,1,Adult,Low,Lower,0,3.483333333333333,Small Family
4359,3,male,13.0,1,0,50.16,S,2,0,0,Teen,Medium,Lower,1,25.08,Small Family
4360,1,male,39.0,0,0,123.75,S,1,1,1,Adult,High,Upper,0,123.75,Single
4361,1,male,5.0,4,0,105.8,S,5,0,1,Child,High,Upper,1,21.16,Large Family
4362,3,male,29.0,0,1,33.55,S,2,0,0,Young Adult,Medium,Lower,0,16.775,Small Family
4363,3,male,44.0,3,0,22.89,S,4,0,0,Adult,Low,Lower,0,5.7225,Small Family
4364,3,female,23.0,0,0,22.85,S,1,1,0,Young Adult,Low,Lower,0,22.85,Single
4365,1,female,10.0,0,0,243.31125,S,1,1,1,Child,Very High,Upper,1,243.31125,Single
4366,3,male,32.0,0,0,7.46,S,1,1,0,Young Adult,Low,Lower,0,7.46,Single
4367,1,male,22.0,0,0,243.31125,Q,1,1,0,Young Adult,Very High,Upper,0,243.31125,Single
4368,2,male,38.0,0,0,67.82,S,1,1,0,Adult,Medium,Middle,0,67.82,Single
4369,1,male,18.0,0,0,243.31125,S,1,1,0,Teen,Very High,Upper,0,243.31125,Single
4370,1,male,20.0,0,0,176.84,S,1,1,1,Young Adult,Very High,Upper,0,176.84,Single
4371,1,male,4.0,0,0,165.82,S,1,1,1,Child,Very High,Upper,1,165.82,Single
4372,2,female,32.0,0,1,107.7,S,2,0,1,Young Adult,High,Middle,0,53.85,Small Family
4373,1,female,28.0,2,0,150.02,C,3,0,1,Young Adult,Very High,Upper,0,50.00666666666667,Small Family
4374,2,male,15.0,0,2,88.2,S,3,0,0,Teen,High,Middle,1,29.400000000000002,Small Family
4375,3,female,33.0,1,0,6.05,C,2,0,0,Young Adult,Low,Lower,0,3.025,Small Family
4376,2,female,43.0,3,0,84.73,Q,4,0,1,Adult,High,Middle,0,21.1825,Small Family
4377,2,male,27.0,1,0,40.45,S,2,0,0,Young Adult,Medium,Middle,0,20.225,Small Family
4378,3,male,33.0,4,0,59.74,S,5,0,0,Young Adult,Medium,Lower,0,11.948,Large Family
4379,1,male,34.0,0,0,120.52,S,1,1,0,Young Adult,High,Upper,0,120.52,Single
4380,3,female,14.0,0,1,15.29,S,2,0,1,Teen,Low,Lower,1,7.645,Small Family
4381,1,female,57.0,0,2,243.31125,C,3,0,1,Adult,Very High,Upper,0,81.10375,Small Family
4382,1,female,24.0,0,0,127.4,C,1,1,1,Young Adult,High,Upper,0,127.4,Single
4383,3,male,39.0,2,2,13.18,S,5,0,0,Adult,Low,Lower,0,2.636,Large Family
4384,3,female,40.0,0,0,32.72,S,1,1,0,Adult,Medium,Lower,0,32.72,Single
4385,3,male,28.0,0,2,26.97,S,3,0,0,Young Adult,Medium,Lower,0,8.99,Small Family
4386,3,male,38.0,1,0,22.85,S,2,0,0,Adult,Low,Lower,0,11.425,Small Family
4387,3,male,33.0,0,1,50.24,S,2,0,0,Young Adult,Medium,Lower,0,25.12,Small Family
4388,1,female,12.0,0,0,243.31125,C,1,1,1,Child,Very High,Upper,1,243.31125,Single
4389,1,male,26.0,0,2,243.31125,S,3,0,1,Young Adult,Very High,Upper,0,81.10375,Small Family
4390,1,male,22.0,2,0,243.31125,S,3,0,1,Young Adult,Very High,Upper,0,81.10375,Small Family
4391,1,male,24.0,2,0,219.11,S,3,0,1,Young Adult,Very High,Upper,0,73.03666666666668,Small Family
4392,3,male,13.0,0,0,34.58,C,1,1,0,Teen,Medium,Lower,1,34.58,Single
4393,3,female,45.0,0,1,37.53,C,2,0,1,Adult,Medium,Lower,0,18.765,Small Family
4394,1,male,51.0,0,0,101.03,C,1,1,1,Adult,High,Upper,0,101.03,Single
4395,3,female,43.0,0,0,56.84,S,1,1,1,Adult,Medium,Lower,0,56.84,Single
4396,3,female,47.0,1,0,44.97,S,2,0,1,Adult,Medium,Lower,0,22.485,Small Family
4397,2,female,26.0,0,1,50.03,S,2,0,1,Young Adult,Medium,Middle,0,25.015,Small Family
4398,1,male,22.0,0,0,243.31125,S,1,1,1,Young Adult,Very High,Upper,0,243.31125,Single
4399,1,male,20.0,3,0,197.32,Q,4,0,1,Young Adult,Very High,Upper,0,49.33,Small Family
4400,1,female,38.0,2,2,160.24,S,5,0,1,Adult,Very High,Upper,0,32.048,Large Family
4401,1,male,33.0,1,0,156.57,S,2,0,1,Young Adult,Very High,Upper,0,78.285,Small Family
4402,3,female,29.0,0,0,25.1,C,1,1,1,Young Adult,Medium,Lower,0,25.1,Single
4403,1,male,47.0,0,0,142.72,S,1,1,0,Adult,High,Upper,0,142.72,Single
4404,2,female,35.0,0,2,117.09,S,3,0,1,Young Adult,High,Middle,0,39.03,Small Family
4405,3,female,19.0,1,0,55.83,S,2,0,1,Teen,Medium,Lower,0,27.915,Small Family
4406,3,male,21.0,0,0,9.85,S,1,1,0,Young Adult,Low,Lower,0,9.85,Single
4407,3,female,39.0,2,2,36.9,C,5,0,1,Adult,Medium,Lower,0,7.38,Large Family
4408,1,male,44.0,4,0,235.65,C,5,0,1,Adult,Very High,Upper,0,47.13,Large Family
4409,2,female,37.0,0,1,97.72,S,2,0,1,Adult,High,Middle,0,48.86,Small Family
4410,3,male,55.0,0,0,49.01,S,1,1,0,Adult,Medium,Lower,0,49.01,Single
4411,1,female,51.0,1,0,243.31125,S,2,0,1,Adult,Very High,Upper,0,121.655625,Small Family
4412,1,male,36.0,3,0,169.5,S,4,0,1,Adult,Very High,Upper,0,42.375,Small Family
4413,3,male,19.0,2,1,27.67,S,4,0,0,Teen,Medium,Lower,0,6.9175,Small Family
4414,3,female,13.0,0,0,43.01,C,1,1,1,Teen,Medium,Lower,1,43.01,Single
4415,2,male,25.0,0,0,116.44,S,1,1,0,Young Adult,High,Middle,0,116.44,Single
4416,2,female,40.0,1,2,42.95,S,4,0,1,Adult,Medium,Middle,0,10.7375,Small Family
4417,2,male,54.0,1,0,63.36,S,2,0,1,Adult,Medium,Middle,0,31.68,Small Family
4418,1,female,35.0,0,1,159.94,S,2,0,1,Young Adult,Very High,Upper,0,79.97,Small Family
4419,2,male,45.0,0,0,110.34,S,1,1,1,Adult,High,Middle,0,110.34,Single
4420,1,male,27.0,1,0,243.31125,S,2,0,1,Young Adult,Very High,Upper,0,121.655625,Small Family
4421,1,male,38.0,0,1,172.97,S,2,0,1,Adult,Very High,Upper,0,86.485,Small Family
4422,3,male,41.0,2,0,33.17,S,3,0,0,Adult,Medium,Lower,0,11.056666666666667,Small Family
4423,3,male,4.0,0,1,36.55,S,2,0,1,Child,Medium,Lower,1,18.275,Small Family
4424,3,male,25.0,1,0,13.04,C,2,0,0,Young Adult,Low,Lower,0,6.52,Small Family
4425,2,male,42.0,1,0,65.26,S,2,0,0,Adult,Medium,Middle,0,32.63,Small Family
